x,y,heading
0.26254999556101466,1.4343176292604567,87.4434814453125
0.2627290053300136,1.4357144417828551,87.44474792480469
0.2629547758758663,1.437120723270037,87.43768310546875
0.26309789192375954,1.4384921911378656,87.44344329833984
0.26327381499042485,1.4399001607705098,87.44173431396484
0.2647190425363652,1.4298156641234252,87.44397735595703
0.26491270256535415,1.4311913972007486,87.44174194335938
0.2650685234879647,1.4325569994329017,87.44718933105469
0.26530005623186004,1.43393757614183,87.43693542480469
0.26541210547623173,1.435328405912366,87.44627380371094
0.2655971151447918,1.4367162553268857,87.44573211669922
0.26581868033535944,1.4381368962691832,87.43899536132812
0.2659843700579545,1.4395189527876942,87.441162109375
0.26747227663131073,1.4320649832549672,87.44390106201172
0.2676464995997241,1.4334519373343109,87.44486999511719
0.26784008475028737,1.4348471139599144,87.44087982177734
0.2679850278654835,1.4362170016789346,87.44759368896484
0.26821447095659523,1.4376235184502282,87.43746185302734
0.26831830274591817,1.4389943917376808,87.4498291015625
0.26849330687865114,1.4403480474705943,87.44684600830078
0.26867918011172365,1.4417354824028352,87.44451141357422
0.27012295491564525,1.4326324610864365,87.44257354736328
0.27025325217025137,1.433970538959445,87.4495849609375
0.2704362893275885,1.4353196315262655,87.44999694824219
0.2706620804566228,1.4367177204199792,87.44415283203125
0.2708111832974673,1.4380907638268077,87.45117950439453
0.2710546538139292,1.4395674319032326,87.4400863647461
0.27121061799387686,1.4410282301648505,87.44940185546875
0.2714098926542417,1.4424722679894966,87.44428253173828
0.27211157072467207,1.434359574494375,87.44615936279297
0.2723831016202252,1.4357433993159798,87.43988800048828
0.27255720629771074,1.437127327575446,87.44800567626953
0.27274044199522113,1.4385023522164448,87.44961547851562
0.27297997307840133,1.4398863810915588,87.44628143310547
0.2731486117464824,1.441256790735186,87.45399475097656
0.2733641597259841,1.4427111292997263,87.4466552734375
0.27351779989048425,1.444198938942086,87.4509048461914
0.275490387707465,1.4355740513326753,87.44450378417969
0.27564295807467776,1.4370851651178862,87.44551086425781
0.2758221718484981,1.4385889879777827,87.43435668945312
0.27584810888488276,1.4401002891936687,87.44188690185547
0.2758675665544649,1.4416069064462942,87.43991088867188
0.2759134853674446,1.4430572006620634,87.4339828491211
0.2758888719309743,1.4444694423747813,87.44183349609375
0.2758630368193866,1.445855778717546,87.44554901123047
0.2782454761593171,1.4333769647807288,87.4505615234375
0.27831205474734655,1.4346817508611898,87.44882202148438
0.2783838823780376,1.4359741809400093,87.45601654052734
0.2786108083755207,1.4373199709696634,87.448974609375
0.2787564859959496,1.4386687398457376,87.45635223388672
0.2790237052518495,1.440049257557129,87.45262908935547
0.2793600636182566,1.4414846935094787,87.44388580322266
0.2797238975439729,1.4428812194787932,87.44232177734375
0.2817401539214801,1.4338625842445316,87.44391632080078
0.28209220406712426,1.4352328121055273,87.44400024414062
0.2824591908849839,1.4366378057653624,87.43820190429688
